,Unibail-Rodamco,LOréal,Worldline SA,EssilorLuxottica,Bouygues,LEGRAND,SAFRAN,Dassault Systèmes,Sodexo,Publicis,Schneider Electric,Hermès (Hermes International,Accor,LVMH Moet Hennessy Louis Vuitton,Air Liquide
2011-11-11,136.5,78.4,,51.17,23.79,22.89,28.59,51.98,23.38,29.92,40.48,20.08,252.3,105.44,59.86
2011-11-10,136.4,78.15,,51.12,23.46,23.72,28.6,51.12,,29.16,39.37,19.31,245.64,103.93,58.59
2011-11-09,134.23,77.04,,51.78,23.87,24.74,29.14,51.98,,29.67,39.4,19.84,251.5,102.38,58.59
2011-11-08,136.35,78.14,,52.68,24.96,24.26,28.82,52.81,,30.67,40.29,20.55,252.51,104.63,60.39
2011-11-07,138.45,77.08,,52.58,25.26,23.97,29.08,51.76,,30.39,39.21,20.47,251.7,103.19,59.42
2011-11-04,138.65,77.76,,52.58,25.75,24.52,29.12,52.19,,30.44,40.5,20.95,248.7,103.47,60.68
2011-11-03,137.85,79.6,,51.6,24.71,23.4,29.29,52.05,25.63,28.93,41.5,19.85,244.03,106.99,61.16
2011-11-02,140.2,77.32,,50.3,24.76,23.44,28.94,51.5,25.53,29.1,40.6,20.66,239.2,106.21,60.61
2011-11-01,140.0,77.49,,50.99,25.34,22.99,28.3,51.03,25.59,29.1,40.04,20.2,242.89,103.65,61.05
2011-10-31,145.8,79.0,,52.09,26.48,23.79,29.65,52.23,26.1,30.02,42.95,23.04,246.4,108.55,62.83
2011-10-28,146.65,80.33,,52.65,27.28,23.83,29.82,52.26,26.7,30.59,45.12,23.32,247.35,110.72,63.36
2011-10-27,147.22,80.86,,52.62,27.08,23.28,30.51,52.03,26.89,30.38,45.86,22.87,245.1,112.45,63.06
2011-10-26,140.85,79.24,,52.32,26.1,22.8,28.45,51.33,26.54,30.0,42.28,21.73,240.9,107.31,60.89
2011-10-25,140.9,78.62,,52.17,26.0,22.35,28.33,50.95,26.68,29.34,42.89,22.26,241.4,106.17,61.24
2011-10-24,143.05,79.52,,51.7,25.44,22.5,28.25,51.26,26.81,29.31,43.13,21.71,243.6,106.07,61.43
2011-10-21,142.95,78.24,,51.45,24.29,23.82,27.55,50.47,26.09,28.15,41.63,20.64,238.4,104.18,60.65
2011-10-20,141.75,78.77,,50.91,24.92,24.45,26.73,49.92,25.4,28.04,41.55,20.9,237.69,101.47,60.28
2011-10-19,141.3,79.69,,51.28,25.69,24.91,26.94,50.28,25.81,29.52,44.42,21.19,239.7,101.58,60.85
2011-10-18,146.87,78.73,,51.08,25.3,24.32,26.95,50.31,25.55,29.64,44.19,20.38,234.15,102.92,61.02
2011-10-17,149.15,79.67,,50.33,26.1,25.44,27.35,50.49,25.79,28.99,45.0,21.73,240.65,102.88,61.47
2011-10-14,147.0,78.53,,50.71,25.62,25.36,26.43,50.48,26.07,28.86,46.1,21.0,241.55,102.92,61.4
2011-10-13,146.1,77.3,,49.71,25.91,25.14,26.48,49.93,25.1,28.93,45.55,21.74,235.65,102.47,61.69
2011-10-12,146.35,78.0,,50.7,25.09,24.56,25.64,49.96,25.28,29.31,45.47,19.93,232.25,103.2,61.73
2011-10-11,142.14,77.25,,52.75,25.51,24.52,26.08,49.78,24.48,28.41,43.49,20.22,232.63,99.6,60.27
2011-10-10,143.15,76.83,,52.83,24.75,24.09,25.79,49.62,24.58,27.82,43.94,20.32,234.4,99.04,59.36
2011-10-07,143.05,75.79,,52.26,25.06,23.9,26.17,49.05,24.34,27.74,42.51,19.89,225.55,96.6,59.12
2011-10-06,140.3,74.69,,52.46,23.29,23.19,24.82,48.79,24.36,26.84,42.36,18.76,223.4,95.3,58.41
2011-10-05,131.9,73.78,,51.88,22.5,22.46,24.99,48.63,23.74,26.03,37.94,18.18,219.5,92.44,57.73
2011-09-30,134.3,73.28,,53.62,23.84,23.79,26.07,49.38,23.88,27.04,40.54,18.77,225.35,89.24,58.2
2011-09-29,133.93,73.0,,53.76,23.34,22.96,26.15,49.32,24.14,26.64,40.0,19.49,232.1,92.91,58.86
2011-09-28,134.45,75.08,,53.78,23.78,23.25,26.17,49.22,23.63,26.98,39.17,20.02,243.68,98.38,57.74
2011-09-27,132.0,73.76,,53.06,23.83,23.53,26.41,49.64,23.38,27.19,39.5,19.41,250.2,98.5,58.97
2011-09-26,127.7,71.18,,52.47,22.8,23.08,24.69,49.14,23.28,26.5,37.77,18.22,248.55,93.68,56.42
2011-09-23,124.6,71.12,,52.2,23.2,23.23,25.15,48.59,23.75,25.98,36.4,18.59,249.0,94.85,55.9
2011-09-22,127.45,70.48,,52.25,23.0,23.54,25.05,49.45,22.92,25.55,38.1,19.98,252.4,95.13,56.09
2011-09-21,134.13,74.06,,54.64,23.7,24.32,25.78,51.25,24.12,27.22,41.3,20.69,260.85,102.76,58.83
2011-09-20,135.4,74.74,,53.39,23.59,25.21,25.39,51.02,24.36,26.56,41.42,20.45,256.8,104.17,58.91
2011-09-19,133.4,73.0,,53.6,23.28,26.03,25.45,50.67,24.02,26.83,41.05,20.95,255.5,100.01,57.41
2011-09-16,138.35,74.88,,54.51,24.16,26.82,25.78,51.1,24.35,27.0,42.38,21.96,,104.49,58.85
2011-09-15,131.5,74.87,,54.12,24.13,26.33,25.41,51.23,23.68,25.96,43.06,21.36,269.95,104.04,59.08
2011-09-14,134.16,73.37,,54.48,23.61,25.25,24.89,50.36,23.68,25.87,41.94,21.04,258.68,101.67,58.21
2011-09-13,133.1,71.83,,53.35,24.11,25.78,25.58,49.55,23.45,25.51,39.72,19.69,255.55,98.55,56.73
2011-09-12,135.25,71.59,,53.35,24.66,25.32,25.15,50.04,23.15,25.19,38.1,20.73,258.65,95.89,56.38
2011-09-09,144.65,72.68,,54.78,25.84,27.08,26.54,52.14,23.74,26.8,39.5,21.88,267.0,99.68,57.74
2011-09-08,144.75,73.65,,54.75,26.04,27.04,26.46,52.25,24.58,26.8,41.35,21.86,265.4,103.37,59.49
2011-09-07,143.95,72.61,,55.66,25.99,25.4,26.23,51.74,24.19,26.7,42.06,21.65,264.3,103.13,59.91
2011-09-06,141.5,72.35,,52.99,24.84,26.09,25.61,50.43,24.22,25.58,40.59,21.05,254.95,99.15,58.49
2011-09-05,142.5,72.62,,52.26,25.76,26.16,26.35,49.35,24.05,26.17,40.91,21.7,259.2,97.71,56.88
2011-09-02,148.8,74.7,,53.4,27.27,27.35,26.9,51.6,24.53,26.87,44.3,22.56,269.15,102.78,59.11
2011-09-01,149.95,75.29,,53.63,27.58,26.97,27.26,51.85,24.82,27.4,46.26,23.37,271.15,107.74,59.82
2011-08-31,149.6,76.09,,52.75,26.25,26.4,26.22,51.56,24.24,27.85,46.6,22.78,263.35,106.39,60.18
2011-08-30,147.22,77.35,,51.32,26.29,25.81,26.33,50.51,21.8,27.71,44.78,22.33,265.45,102.85,58.86
2011-08-29,145.01,78.7,,52.3,25.94,24.84,25.89,50.1,21.68,27.57,45.37,22.26,259.55,102.11,58.91
2011-08-26,142.8,77.76,,52.66,25.93,24.55,25.77,49.84,21.25,26.78,44.3,22.34,252.05,99.81,57.83
2011-08-25,144.65,77.06,,52.59,25.79,24.46,25.92,49.94,21.18,27.58,44.34,21.66,257.25,100.09,57.27
2011-08-24,143.24,78.64,,53.27,25.16,24.35,26.1,50.16,21.37,27.02,44.58,22.21,251.65,99.84,58.62
2011-08-23,141.5,80.4,,53.07,25.13,24.38,25.53,49.93,21.2,26.99,43.7,22.0,250.05,99.49,57.57
2011-08-22,140.29,78.89,,52.38,24.49,23.2,24.97,49.6,20.8,26.67,42.75,21.44,248.9,96.51,55.91
2011-08-19,135.44,77.98,,51.41,24.7,23.83,24.8,49.5,20.48,25.98,43.17,21.9,247.7,97.33,55.42
2011-08-18,141.09,80.04,,51.99,24.89,25.7,26.17,51.38,20.96,26.41,43.32,24.0,252.7,99.77,56.91
2011-08-17,144.0,81.54,,51.61,25.79,25.34,26.33,51.14,22.21,27.67,46.4,23.75,261.55,104.27,58.31
2011-08-16,140.68,80.84,,51.69,25.99,24.44,26.51,50.91,22.3,27.4,46.78,23.77,266.45,103.29,56.96
2011-08-15,143.23,79.62,,51.89,25.97,25.49,27.19,51.27,22.93,28.41,47.73,24.39,255.0,104.02,58.44
2011-08-12,138.09,79.94,,51.15,24.86,24.37,26.39,51.21,21.44,27.69,47.88,23.18,249.15,103.59,57.57
2011-08-11,138.0,74.48,,50.65,24.09,24.38,26.56,49.74,21.15,26.59,44.38,22.64,230.05,100.03,57.7
2011-08-10,142.0,75.73,,49.4,25.3,25.3,26.37,50.07,21.45,26.44,41.68,22.81,228.05,98.5,56.09
2011-08-09,133.8,76.87,,49.53,23.1,24.17,24.21,48.73,22.11,26.36,44.87,22.26,226.45,99.49,57.8
2011-08-08,130.5,73.34,,49.35,24.12,24.29,25.54,48.25,22.67,27.69,42.68,23.03,216.7,94.97,56.8
2011-08-05,136.8,75.98,,51.59,25.69,24.59,26.84,49.97,22.7,28.25,45.78,24.4,222.35,105.54,59.03
2011-08-04,144.29,77.95,,54.01,25.64,27.84,28.72,51.39,23.9,27.47,45.0,24.59,229.25,103.33,59.37
2011-08-03,148.43,81.32,,53.41,25.59,28.22,28.53,51.57,23.81,28.8,46.59,26.94,235.85,108.58,61.83
2011-08-02,151.72,81.47,,54.52,26.78,28.45,29.36,52.07,24.54,29.37,47.72,27.67,243.1,109.72,62.13
2011-08-01,157.6,83.05,,54.97,27.45,29.13,30.14,53.62,24.3,30.44,51.62,29.04,244.5,114.46,63.1
2011-07-29,155.0,83.66,,55.75,26.93,28.64,29.62,53.14,25.3,29.91,50.4,28.98,238.85,115.09,63.3
2011-07-28,155.0,84.2,,56.19,26.08,28.92,29.74,52.91,25.38,30.18,51.43,29.16,235.9,116.01,63.02
2011-07-27,157.27,84.33,,56.66,26.88,28.34,28.73,53.76,25.41,30.92,51.2,30.06,238.0,116.49,63.43
2011-07-26,158.98,85.16,,56.63,27.39,29.27,28.76,53.97,26.0,30.93,52.75,29.37,232.65,116.38,64.51
2011-07-25,159.87,85.05,,56.48,27.19,29.21,28.47,54.19,25.97,31.23,53.83,29.31,240.5,117.51,64.75
2011-07-22,156.95,84.45,,55.48,27.07,29.89,28.63,54.32,26.7,31.97,53.38,28.98,234.85,116.49,63.69
2011-07-21,154.54,85.13,,55.45,26.71,29.0,27.91,54.08,26.14,31.85,53.17,28.08,229.7,116.02,63.35
2011-07-20,151.95,84.11,,54.81,26.49,28.49,27.85,54.14,25.6,32.05,52.93,28.69,230.0,113.11,62.46
2011-07-19,149.94,83.68,,55.49,26.11,27.46,27.53,53.66,25.26,31.09,51.05,26.91,219.1,111.09,62.22
2011-07-18,149.35,83.18,,56.45,26.64,28.87,27.64,55.09,25.27,31.49,50.95,27.17,219.65,110.17,62.04
2011-07-15,153.09,83.93,,55.66,27.2,28.88,27.82,55.24,25.5,31.28,51.92,27.67,220.35,112.2,62.61
2011-07-14,153.8,84.58,,55.65,27.53,28.63,28.1,54.82,25.73,31.55,53.23,27.78,220.05,111.93,62.98
2011-07-13,152.5,85.12,,55.51,27.25,29.14,28.12,54.26,25.92,31.82,53.96,28.55,222.45,113.59,63.1
2011-07-12,154.05,87.6,,55.16,27.26,27.5,28.22,54.28,25.98,31.88,53.63,28.1,214.65,111.1,63.42
2011-07-11,156.19,88.47,,55.72,28.0,28.81,28.47,54.85,27.39,32.08,53.88,28.94,212.75,111.95,63.83
2011-07-08,161.5,89.87,,55.77,28.84,29.66,28.79,55.11,27.66,32.95,57.13,29.55,217.3,114.5,65.7
2011-07-07,160.75,90.51,,56.07,28.74,29.64,28.56,53.93,28.03,33.07,57.11,29.72,208.95,116.3,65.33
2011-07-06,160.49,90.22,,55.75,28.93,29.49,28.46,53.68,27.96,32.75,57.75,29.31,205.51,113.84,65.05
2011-07-05,160.55,89.5,,56.01,28.96,29.84,28.41,53.68,28.69,33.34,57.64,29.2,206.1,114.66,65.38
2011-07-04,160.0,89.62,,55.8,29.0,30.01,28.39,53.68,28.97,32.45,58.45,29.06,202.95,113.22,65.76
2011-07-01,159.6,89.35,,55.13,28.98,29.46,28.33,53.67,28.6,32.53,58.47,28.88,203.4,113.57,65.98
2011-06-30,158.25,88.64,,55.62,28.57,29.52,28.13,53.79,28.57,32.49,57.72,28.75,199.5,111.23,65.75
2011-06-29,156.45,88.95,,54.61,27.83,29.44,28.06,53.02,27.98,32.78,56.83,28.88,197.64,110.71,64.49
2011-06-28,153.05,88.06,,53.95,27.67,29.1,27.61,52.09,27.51,32.16,55.47,27.7,197.05,109.08,63.48
2011-06-27,152.55,86.67,,53.88,27.64,28.77,27.24,52.07,27.64,31.92,54.99,26.98,197.55,105.47,62.86
2011-06-24,154.85,86.33,,53.94,27.94,29.1,27.31,52.18,27.37,31.87,54.15,27.13,196.35,104.74,62.29
2011-06-23,154.2,86.37,,53.49,27.85,28.81,27.77,52.05,28.33,32.54,54.16,27.34,194.65,103.36,62.94
2011-06-22,156.45,87.81,,54.46,28.28,28.92,28.11,52.31,28.49,32.66,55.28,27.16,192.4,107.07,62.82
2011-06-21,154.74,87.52,,54.24,27.72,27.96,27.56,52.14,28.7,32.4,56.65,26.85,191.55,104.37,62.95
2011-06-20,152.04,85.7,,52.95,27.69,27.94,27.77,52.39,28.42,32.19,54.3,26.5,188.0,102.19,61.25
2011-06-17,153.09,85.96,,53.81,27.68,27.58,27.42,52.37,28.57,32.05,55.35,26.33,189.5,101.59,62.18
2011-06-16,153.4,84.88,,53.87,27.8,28.11,27.06,52.51,28.59,32.28,54.82,26.5,190.05,101.69,60.85
2011-06-15,154.15,84.8,,54.63,27.96,29.14,27.54,53.57,29.3,32.38,54.9,27.26,191.35,103.33,61.1
2011-06-14,154.8,86.03,,54.02,27.66,27.96,27.37,53.25,29.56,32.59,56.38,27.46,187.61,105.4,62.7
2011-06-13,152.84,84.63,,54.14,27.74,27.84,27.36,52.78,29.22,32.24,55.52,27.36,182.57,103.65,61.5
2011-06-10,152.59,83.98,,54.96,28.36,27.61,27.99,53.14,29.5,31.71,56.89,28.03,185.55,102.94,62.17
2011-06-09,152.85,85.71,,55.16,27.8,26.76,27.71,52.8,29.48,32.01,55.56,27.5,186.64,105.7,61.08
2011-06-08,151.37,84.95,,54.45,28.35,27.33,27.89,52.95,29.42,31.57,55.5,27.91,186.6,104.47,62.19
2011-06-07,152.55,85.3,,55.23,28.39,27.33,28.12,53.09,29.75,31.46,56.5,28.13,188.55,105.92,61.43
2011-06-06,152.75,85.84,,54.48,28.53,28.18,28.2,52.97,29.68,31.51,55.6,28.26,184.5,106.25,61.95
2011-06-03,153.5,84.96,,54.36,28.61,27.51,27.98,53.0,29.9,31.81,55.62,28.47,182.85,107.11,61.91
2011-06-02,153.57,86.0,,54.93,28.83,27.92,28.13,53.07,29.74,32.02,55.8,28.68,181.3,106.57,62.66
2011-06-01,156.3,87.11,,55.81,29.29,27.98,28.52,53.55,30.6,32.43,57.52,29.44,179.4,108.04,63.0
2011-05-31,156.3,87.31,,55.23,29.07,28.1,28.54,53.26,30.51,32.29,57.15,30.18,179.8,109.05,63.97
2011-05-30,153.34,86.29,,55.51,29.33,27.71,28.17,52.52,30.02,31.99,55.48,29.63,179.25,106.46,62.62
2011-05-27,151.44,86.09,,55.3,29.48,27.88,27.86,52.64,30.38,32.1,56.12,29.8,176.35,106.98,62.56
2011-05-26,151.22,85.43,,54.5,29.36,28.0,27.84,52.23,30.07,32.0,55.52,28.93,176.65,105.42,62.57
2011-05-25,150.12,85.61,,54.11,28.9,27.91,27.36,52.03,30.11,32.06,54.95,28.4,170.55,105.2,61.73
2011-05-24,152.34,85.33,,54.72,29.41,27.73,27.75,52.26,30.55,32.53,54.45,28.44,175.6,106.17,62.4
2011-05-23,150.84,85.52,,55.01,29.45,27.47,27.75,52.63,30.45,32.97,54.76,28.58,173.8,104.5,61.69
2011-05-20,153.4,86.21,,55.45,29.99,27.46,28.01,53.02,31.38,33.34,57.27,29.54,177.05,107.16,63.83
2011-05-19,153.6,87.0,,55.08,29.65,27.4,28.13,52.75,31.19,32.78,57.09,29.18,173.6,108.42,63.3
2011-05-18,150.75,85.44,,54.5,29.34,27.08,27.67,52.29,31.06,32.62,56.34,28.74,173.8,108.18,62.61
2011-05-17,148.9,84.83,,55.01,29.22,27.06,27.65,52.5,31.02,32.51,55.99,28.74,173.85,106.98,61.8
2011-05-16,151.45,85.31,,55.33,29.33,26.77,27.65,52.75,32.07,32.29,55.51,28.66,174.2,109.19,62.44
2011-05-13,151.65,85.49,,55.84,29.75,27.55,27.56,53.45,32.21,32.98,57.02,28.94,171.25,108.91,62.74
2011-05-12,152.0,85.71,,55.48,29.72,27.16,27.27,52.41,32.23,32.55,56.98,28.69,168.2,109.09,63.11
2011-05-11,152.1,86.43,,56.08,30.14,26.64,27.43,53.0,32.5,32.37,57.73,28.3,167.35,110.7,63.7
2011-05-10,151.0,85.97,,55.62,29.89,25.85,27.2,52.45,32.15,32.13,57.86,28.38,162.15,108.77,65.78
2011-05-09,151.4,85.97,,55.64,29.69,25.73,27.17,52.16,32.16,32.14,57.24,27.12,158.9,106.89,65.13
2011-05-06,152.81,86.45,,55.97,29.68,25.09,26.94,51.52,31.74,31.95,57.19,27.22,159.0,108.06,65.48
2011-05-05,148.3,85.79,,55.64,30.12,25.15,26.96,51.44,31.73,32.19,57.44,27.28,159.45,106.42,64.43
2011-05-04,158.18,85.89,,55.6,30.59,25.54,26.71,51.79,31.91,32.04,57.54,27.3,157.9,106.25,64.44
2011-05-03,157.68,86.4,,55.73,30.48,25.79,26.85,51.79,31.97,32.53,58.88,27.88,158.55,108.32,66.27
2011-05-02,158.0,86.3,,55.94,30.89,26.36,26.62,52.22,32.34,32.69,59.4,28.49,159.05,109.19,66.27
2011-04-29,157.76,85.5,,56.06,30.4,25.23,27.01,52.34,31.83,32.13,58.99,28.3,158.65,109.37,66.23
2011-04-28,156.21,86.58,,54.86,29.96,24.11,26.86,51.78,33.08,32.25,60.37,28.6,157.3,108.13,65.78
2011-04-27,154.54,85.9,,54.9,30.04,23.96,28.16,51.47,32.67,31.63,59.66,28.41,156.05,106.93,65.64
2011-04-26,155.0,85.52,,55.23,29.41,24.1,26.91,51.43,32.69,31.44,58.57,28.3,157.75,107.82,65.03
2011-04-21,154.25,85.64,,55.06,29.43,24.02,26.86,51.17,32.4,32.45,58.6,28.5,154.05,107.66,64.48
2011-04-20,150.05,85.98,,55.26,28.99,23.66,26.72,51.59,31.89,32.13,57.08,29.4,153.9,106.16,64.14
2011-04-19,149.2,85.3,,53.83,28.58,23.07,26.3,50.97,31.63,31.97,55.9,28.59,149.25,103.91,62.17
2011-04-18,152.59,82.11,,54.46,28.86,23.5,26.4,51.57,31.66,32.18,54.41,28.95,151.15,99.0,61.8
2011-04-15,152.5,83.97,,54.31,28.68,23.65,26.06,51.4,31.83,31.73,54.74,29.07,150.65,100.79,63.01
2011-04-14,153.54,82.24,,53.89,28.68,23.6,25.89,51.45,31.87,32.57,55.22,29.71,150.3,100.07,62.82
2011-04-13,152.49,82.97,,53.36,28.78,23.18,25.75,51.12,31.89,32.48,56.59,28.87,149.5,100.31,63.15
2011-04-12,153.34,82.36,,53.07,28.86,23.04,26.19,51.47,32.29,32.56,56.5,28.56,150.2,98.72,62.87
2011-04-11,154.0,83.62,,53.0,29.58,23.64,26.38,50.57,32.54,33.28,58.67,28.56,150.55,100.26,63.45
2011-04-08,151.7,83.48,,52.87,30.22,24.13,26.4,51.19,32.58,33.71,60.25,29.62,153.65,102.07,63.79
2011-04-07,153.94,82.95,,53.13,30.19,24.5,26.54,51.09,32.48,33.92,59.25,29.87,154.1,101.16,63.25
2011-04-06,154.44,83.48,,53.25,30.0,25.06,26.38,50.96,32.47,33.97,61.43,29.75,154.9,102.93,63.84
2011-04-05,153.34,82.58,,53.12,30.06,25.26,26.54,51.23,32.64,34.32,61.51,29.99,153.85,101.96,63.34
2011-04-04,153.79,83.91,,51.8,30.03,25.15,26.55,51.01,32.35,34.35,61.63,29.87,154.0,101.07,63.33
2011-04-01,152.54,83.15,,52.03,29.58,24.98,26.34,50.65,32.49,33.64,61.5,30.31,154.6,101.29,62.6
2011-03-31,152.94,82.1,,52.23,29.42,25.34,26.34,51.11,32.7,33.93,60.26,30.23,155.6,100.89,62.58
2011-03-30,149.65,82.94,,51.44,29.21,24.69,26.39,50.84,32.67,33.37,60.23,29.86,154.55,100.77,62.58
2011-03-29,149.8,81.98,,51.43,28.88,24.47,26.22,49.76,32.19,32.56,58.79,29.01,154.45,99.1,61.95
2011-03-28,150.0,82.1,,50.99,28.94,24.33,26.1,49.72,32.16,32.76,58.98,29.68,153.7,99.44,61.75
2011-03-25,150.95,81.95,,50.85,28.8,25.12,26.31,49.57,32.28,32.64,59.5,30.23,153.6,98.87,61.4
2011-03-24,150.75,80.86,,51.03,28.38,24.37,25.72,48.77,31.68,31.86,59.1,28.99,151.0,99.37,60.62
2011-03-23,148.2,79.58,,49.31,28.33,24.58,25.72,48.14,31.3,31.97,58.24,28.93,152.5,97.42,60.77
2011-03-22,146.36,80.37,,49.45,28.19,25.02,26.03,48.2,31.57,32.37,58.21,29.51,152.95,98.83,60.92
2011-03-21,145.81,80.55,,49.6,27.92,25.66,25.53,47.83,31.22,31.83,58.35,29.3,148.9,98.32,60.31
2011-03-18,142.41,78.41,,49.03,27.44,23.95,24.88,47.67,31.1,31.76,57.03,29.31,146.35,95.17,59.36
2011-03-17,138.42,78.29,,49.0,26.4,23.35,25.27,48.08,30.58,31.04,53.79,28.59,146.85,93.32,58.45
2011-03-16,141.0,76.69,,48.94,27.0,23.85,25.52,47.5,30.85,31.46,53.64,28.88,145.45,92.43,56.78
2011-03-15,141.92,79.14,,49.67,27.17,24.31,25.39,46.85,31.04,31.22,55.22,28.88,146.3,93.77,57.93
2011-03-14,146.16,80.75,,51.19,28.03,24.82,26.27,47.7,31.65,32.23,56.34,30.11,148.9,96.16,60.0
2011-03-11,147.21,81.45,,51.25,28.13,25.0,26.77,48.53,32.17,33.16,56.49,30.53,153.4,99.23,60.88
2011-03-10,147.0,82.72,,51.73,28.31,25.52,26.93,48.95,32.34,33.42,57.79,30.76,153.35,101.88,62.01
2011-03-09,147.85,82.81,,51.38,28.54,25.6,27.08,49.26,32.83,33.54,58.24,31.18,154.0,103.79,62.46
2011-03-08,147.45,82.8,,50.97,28.89,25.03,26.98,48.77,33.05,34.0,59.37,30.81,154.5,103.1,61.77
2011-03-07,149.0,82.11,,51.49,28.63,25.2,26.96,48.71,32.59,33.73,59.69,30.58,154.85,101.7,61.85
2011-03-04,148.09,82.58,,51.31,29.2,25.39,26.94,49.23,32.83,34.13,59.78,31.62,154.6,100.35,62.15
2011-03-03,146.51,83.07,,51.24,30.0,25.25,26.98,48.81,32.81,34.57,60.89,31.89,153.65,102.34,62.4
2011-03-02,145.31,83.44,,50.55,30.12,25.52,26.92,48.73,32.59,34.66,59.34,31.14,154.35,101.58,61.46
2011-03-01,144.96,83.59,,51.09,30.42,25.47,26.53,49.3,31.54,34.57,61.16,31.24,157.95,103.82,61.81
2011-02-28,144.01,84.9,,51.34,29.59,25.19,26.78,48.73,31.47,34.81,60.16,31.65,157.25,103.06,62.58
2011-02-25,144.66,84.5,,50.66,29.1,25.06,26.6,49.09,31.21,33.55,57.44,31.19,150.85,102.34,61.65
2011-02-24,140.72,82.87,,51.03,28.87,24.21,26.65,48.98,31.39,33.72,56.95,30.63,149.5,99.95,60.78
2011-02-23,141.87,83.32,,51.2,29.51,24.9,26.5,48.78,31.54,34.63,56.7,32.86,144.95,102.06,60.5
2011-02-22,142.0,83.37,,51.22,29.32,24.9,26.84,49.03,31.83,34.74,57.84,33.25,146.5,103.37,61.79
2011-02-21,142.79,84.49,,51.19,29.68,25.26,27.16,49.57,32.21,34.77,58.09,33.35,146.15,103.91,62.83
2011-02-18,144.26,85.86,,51.25,29.39,25.4,27.21,50.08,32.34,34.72,58.69,33.2,145.8,104.68,63.36
2011-02-17,144.2,85.43,,51.05,29.57,26.0,26.99,49.13,32.03,34.76,59.03,33.25,147.65,105.59,62.4
2011-02-16,145.11,85.54,,51.11,29.31,25.71,27.06,49.06,32.26,34.33,57.49,32.9,147.55,105.31,63.39
2011-02-15,145.21,86.21,,51.64,29.67,26.15,26.88,48.99,32.05,34.61,57.34,32.71,147.65,106.53,63.57
2011-02-14,144.16,84.73,,50.8,29.47,26.28,27.14,48.92,32.28,34.64,57.96,32.83,150.85,107.79,63.15
2011-02-11,144.61,85.58,,50.41,29.39,25.59,27.52,49.56,32.13,34.06,57.38,32.33,151.75,107.7,62.63
2011-02-10,143.02,89.6,,50.49,29.47,25.8,26.86,49.31,32.44,34.47,56.36,32.78,154.5,107.34,62.42
2011-02-09,142.32,88.26,,49.71,29.37,26.05,28.33,49.87,32.49,33.1,56.99,32.85,150.65,106.48,62.28
2011-02-08,140.92,88.85,,49.65,29.51,25.39,28.28,49.63,32.76,32.86,56.45,32.87,152.8,107.88,61.77
2011-02-07,140.52,89.05,,49.3,29.28,25.86,28.0,49.86,32.54,31.99,55.89,31.91,149.05,104.99,62.31
2011-02-04,139.42,88.67,,49.29,29.23,26.12,28.01,49.74,31.98,31.96,55.79,31.76,149.4,102.97,62.19
2011-02-03,139.72,88.58,,48.95,29.16,26.14,28.03,49.13,32.26,32.17,55.28,31.04,150.9,105.44,61.61
2011-02-02,140.97,86.87,,48.67,29.66,26.21,28.11,49.57,32.38,32.36,55.16,32.18,151.05,104.99,62.16
2011-02-01,139.62,87.0,,48.67,29.27,26.18,27.65,50.05,32.49,31.93,57.47,31.43,147.25,104.22,62.18
2011-01-31,139.22,84.8,,48.38,29.66,26.13,27.69,49.67,32.29,31.8,57.0,31.46,149.5,103.05,60.65
2011-01-28,140.62,83.77,,48.01,30.01,26.81,27.8,51.64,32.78,32.63,57.43,32.12,148.7,102.02,61.2
2011-01-27,140.62,85.14,,47.72,30.1,26.67,27.39,51.58,32.75,32.54,58.09,32.15,149.15,103.42,61.87
2011-01-26,142.56,86.67,,47.34,29.74,26.38,26.6,52.4,33.17,31.99,57.16,31.64,148.75,104.81,62.42
2011-01-25,140.88,85.32,,46.98,29.3,26.39,26.48,50.26,32.93,32.04,56.81,30.86,147.05,104.67,62.17
2011-01-24,139.97,84.5,,46.43,29.23,26.48,26.2,49.95,33.11,31.75,54.98,31.0,145.75,102.3,61.22
2011-01-21,141.28,84.83,,47.26,29.14,26.39,26.31,50.34,33.04,31.89,56.44,30.94,149.1,101.6,62.42
2011-01-20,141.92,84.25,,47.46,29.69,27.09,26.55,50.75,32.4,32.24,55.15,30.98,149.85,101.57,61.85
2011-01-19,142.96,84.32,,47.93,30.64,27.28,27.0,51.84,32.41,32.22,57.2,32.98,154.0,103.19,62.47
2011-01-18,143.73,84.01,,48.25,30.57,27.12,26.82,51.35,32.48,31.38,58.36,33.24,155.95,106.67,62.17
2011-01-17,143.38,83.17,,48.32,30.61,26.53,26.9,51.32,31.75,30.77,58.44,33.6,157.0,105.08,62.16
2011-01-14,144.46,82.58,,48.58,29.59,26.33,27.7,50.53,31.54,31.19,58.6,33.34,156.65,105.31,62.26
2011-01-13,143.31,82.72,,48.48,30.59,27.0,27.7,50.42,31.49,31.35,59.34,33.43,159.25,107.02,63.01
2011-01-12,142.0,83.83,,48.02,31.05,28.05,27.93,51.7,31.17,31.6,57.8,33.27,159.2,108.32,62.96
2011-01-11,139.0,84.0,,47.7,30.48,27.54,27.97,52.32,30.58,31.35,57.49,33.07,159.2,109.36,61.63
2011-01-10,139.5,82.39,,48.08,30.89,27.73,27.55,52.05,30.91,31.93,57.31,31.52,157.7,106.02,60.49
2011-01-07,145.96,84.48,,47.8,31.24,27.52,27.54,52.44,31.11,32.72,56.99,32.03,159.35,107.48,61.4
