,Unibail-Rodamco,LOréal,Worldline SA,EssilorLuxottica,Bouygues,LEGRAND,SAFRAN,Dassault Systèmes,Sodexo,Publicis,Schneider Electric,Hermès (Hermes International,Accor,LVMH Moet Hennessy Louis Vuitton,Air Liquide
2016-06-28,231.68,165.9,24.5,116.44,43.65,56.88,65.31,94.1,25.51,52.7,50.9,33.42,329.85,135.44,72.73
2016-06-27,228.5,163.0,23.92,113.38,45.56,57.1,67.0,91.49,25.63,54.2,51.25,34.72,324.55,132.25,71.64
2016-06-24,233.08,165.08,25.03,115.36,46.38,58.94,66.43,93.69,26.2,53.57,53.12,34.85,327.3,136.2,73.84
2016-06-23,242.57,169.2,26.11,117.43,49.74,61.49,68.77,96.15,28.05,57.18,58.14,38.2,340.01,144.46,76.78
2016-06-22,243.47,168.58,26.25,116.73,48.85,60.85,68.37,95.88,27.54,56.36,57.51,37.38,337.99,143.23,76.19
2016-06-21,240.21,167.5,26.21,116.24,48.23,60.2,67.56,94.21,28.05,56.36,56.75,37.16,335.27,143.55,76.09
2016-06-20,233.35,166.05,26.2,114.28,47.31,58.74,65.59,91.78,27.61,55.29,55.98,35.72,334.65,144.34,75.06
2016-06-17,228.26,160.45,25.52,110.14,46.18,56.83,65.46,90.82,26.57,54.29,54.17,34.81,325.3,138.75,73.63
2016-06-16,227.99,162.97,24.84,110.48,45.79,56.9,65.01,90.43,26.21,52.9,53.82,34.67,320.95,138.21,72.76
2016-06-15,229.34,159.82,25.47,110.46,46.51,57.21,65.19,90.55,26.68,53.16,53.34,35.79,322.85,139.98,73.71
2016-06-14,231.77,159.35,25.67,112.01,46.88,57.35,65.37,90.05,26.54,53.46,52.85,35.17,322.05,138.06,72.85
2016-06-13,235.85,161.2,25.81,113.48,46.99,59.18,66.02,91.34,27.12,53.89,54.59,36.31,325.9,141.89,74.37
2016-06-10,238.19,164.7,25.97,116.49,49.33,60.17,67.4,93.04,27.63,55.76,55.5,37.1,324.51,143.65,74.87
2016-06-09,241.26,166.91,26.58,118.63,49.53,60.98,67.68,93.55,28.26,55.19,56.25,38.01,329.9,145.9,75.91
2016-06-08,240.85,167.4,26.55,117.81,49.8,61.05,68.21,95.14,28.49,54.97,56.7,39.1,333.05,148.4,76.1
2016-06-07,242.91,168.4,26.7,119.4,50.06,62.32,68.97,95.11,28.84,55.36,57.03,39.65,331.4,149.3,77.08
2016-06-06,239.49,168.4,27.04,119.04,49.74,61.68,68.78,94.68,28.6,55.5,56.83,39.48,322.73,144.76,76.42
2016-06-03,240.76,167.9,26.84,118.08,50.46,62.26,70.06,94.24,28.76,57.41,58.17,37.54,323.85,146.3,76.87
2016-06-02,239.75,167.96,27.23,117.86,49.66,62.42,69.77,94.61,29.03,56.54,58.22,36.47,321.07,145.25,78.44
2016-06-01,240.49,168.75,27.31,117.96,49.17,62.03,69.77,94.17,29.0,56.62,57.73,38.12,323.95,143.65,77.3
2016-05-31,245.09,168.6,27.42,117.58,49.79,63.37,69.9,94.95,29.2,56.79,58.14,38.75,325.05,144.07,78.08
2016-05-30,243.68,167.2,27.14,118.05,50.05,62.71,69.45,94.07,29.1,56.32,58.15,38.92,322.86,144.8,79.28
2016-05-27,242.33,166.15,26.94,118.14,50.19,62.75,69.43,95.05,29.07,56.5,58.22,38.83,323.7,144.43,78.62
2016-05-26,239.91,164.13,26.93,116.93,49.02,62.86,68.82,94.64,29.29,56.25,57.8,38.62,319.55,143.65,79.06
2016-05-25,242.74,165.85,26.97,116.61,50.0,62.15,69.47,94.23,29.15,57.46,57.57,39.08,323.8,144.75,78.26
2016-05-24,233.53,164.45,26.94,116.39,48.76,61.68,67.82,93.1,29.12,56.07,55.68,38.15,314.67,144.15,77.76
2016-05-23,234.59,159.5,26.52,114.84,48.88,59.6,68.49,91.25,28.94,56.44,56.08,37.78,315.0,143.03,76.01
2016-05-20,233.22,160.3,26.06,113.51,48.39,60.28,66.77,91.09,28.99,55.88,55.91,37.41,319.0,144.05,78.23
2016-05-19,233.94,158.6,25.77,111.97,47.9,58.28,67.02,90.1,28.75,55.44,55.27,37.24,318.02,143.5,76.93
2016-05-18,236.18,159.4,25.7,112.42,47.53,58.87,66.77,89.78,28.85,55.19,54.59,36.58,317.95,145.24,76.83
2016-05-17,237.5,160.7,25.52,111.15,48.44,60.2,67.15,89.43,28.84,55.25,54.97,37.13,318.0,142.93,77.45
2016-05-13,231.68,158.85,25.98,112.27,48.54,59.05,66.69,89.61,29.64,54.85,54.58,37.83,315.8,145.5,76.2
2016-05-12,232.25,157.04,25.9,110.82,48.35,58.91,67.57,90.45,28.97,55.45,54.71,37.6,317.85,145.52,76.89
2016-05-11,235.95,159.45,26.61,112.7,48.87,59.56,67.64,89.56,29.04,55.41,54.67,38.11,321.85,147.5,76.54
2016-05-10,240.35,161.15,26.36,113.29,48.96,59.08,67.86,90.23,28.69,55.92,53.92,37.74,322.0,148.95,77.04
2016-05-09,236.11,160.3,25.59,113.5,48.77,59.02,66.94,90.56,28.65,56.32,54.44,37.54,318.45,145.04,76.69
2016-05-06,234.33,157.55,25.15,111.43,48.68,57.85,66.83,88.85,28.44,55.51,53.38,37.15,315.95,143.7,76.13
2016-05-05,233.78,157.52,25.59,110.58,49.87,58.35,67.02,87.77,28.46,55.25,52.94,37.45,317.34,143.5,76.69
2016-05-04,235.82,158.4,25.02,111.11,48.58,58.39,67.16,88.0,28.69,55.64,55.46,37.47,317.25,144.85,78.5
2016-05-03,236.53,158.15,24.95,111.76,49.08,58.5,67.41,88.07,29.13,56.43,55.51,38.02,315.0,145.03,78.6
2016-05-02,236.59,159.3,25.01,113.4,49.8,60.31,67.13,88.78,29.17,56.52,56.69,37.9,316.3,148.1,80.54
2016-04-29,235.02,160.22,24.38,111.59,49.24,61.66,67.75,88.55,29.12,56.64,57.24,38.39,311.4,146.0,79.71
2016-04-28,234.44,165.55,24.42,113.59,49.66,62.0,68.38,88.95,29.49,57.13,58.62,38.8,313.15,149.17,79.76
2016-04-27,237.22,164.05,24.0,112.63,49.21,62.92,68.55,89.21,29.29,57.65,58.71,39.45,304.02,147.5,80.51
2016-04-26,240.55,162.0,23.93,113.28,48.85,63.25,68.75,88.78,29.35,56.56,58.53,39.32,306.15,147.5,81.3
2016-04-25,237.48,163.56,23.74,114.08,48.89,62.16,68.59,89.42,30.55,56.62,58.24,39.32,308.45,148.55,85.22
2016-04-22,236.88,164.15,23.65,114.3,49.93,61.23,68.19,90.11,30.2,56.55,59.36,39.39,307.7,149.11,84.52
2016-04-21,242.23,165.15,23.37,113.24,50.07,62.37,67.5,90.77,30.52,57.84,59.0,39.38,311.87,151.55,85.33
2016-04-20,241.2,168.0,23.09,110.0,49.53,61.11,70.05,92.92,30.94,58.18,56.32,39.36,312.05,153.7,83.56
2016-04-19,242.48,167.95,22.71,109.79,50.01,61.03,70.05,92.85,31.0,57.37,55.57,36.94,309.28,153.35,84.49
2016-04-18,239.78,163.91,22.71,107.53,49.2,60.99,68.76,93.12,31.09,54.58,55.64,36.54,307.2,152.73,81.94
2016-04-15,242.47,158.35,22.48,107.54,49.93,60.7,69.48,93.66,31.02,54.94,56.41,36.93,312.0,152.81,80.64
2016-04-14,243.53,157.21,23.41,109.19,50.47,60.74,69.32,93.0,30.58,55.04,56.27,37.08,309.26,154.34,81.74
2016-04-13,242.45,157.8,23.38,108.43,49.68,60.26,69.6,95.85,30.22,55.57,55.7,37.65,311.5,153.55,81.31
2016-04-12,237.12,155.28,23.06,105.97,48.71,59.0,67.82,94.86,29.97,54.74,53.57,37.57,297.25,148.42,79.08
2016-04-11,236.53,154.85,23.21,105.27,48.05,59.24,68.58,95.16,29.6,54.83,52.89,34.81,296.25,144.75,76.79
2016-04-08,236.0,154.7,23.94,106.33,47.04,58.82,68.35,94.06,29.84,55.08,52.7,34.34,299.0,146.25,76.08
2016-04-07,234.27,155.48,22.77,105.88,47.63,58.24,69.2,93.55,29.17,54.33,51.78,34.39,299.42,145.5,75.32
2016-04-06,235.0,154.31,23.05,105.95,47.65,58.48,69.05,93.42,29.45,53.91,52.26,34.99,301.2,146.5,76.38
2016-04-05,235.8,153.7,23.07,105.24,47.79,58.94,68.62,93.72,29.2,54.22,53.18,35.1,300.95,147.03,76.38
2016-04-04,238.71,155.6,22.89,106.32,48.49,60.28,67.49,94.38,30.33,53.77,54.55,35.46,307.4,149.1,78.61
2016-04-01,234.99,152.0,22.48,105.95,48.67,59.14,67.66,92.75,33.5,53.13,54.74,35.35,304.65,147.99,77.79
2016-03-31,242.98,157.95,22.64,107.8,49.45,61.94,69.0,95.6,35.93,54.54,55.61,36.0,312.35,151.0,80.05
2016-03-30,243.65,158.81,22.92,108.18,48.33,61.61,68.39,94.55,37.27,53.69,54.41,35.92,316.0,154.0,81.01
2016-03-29,239.9,157.5,22.58,105.21,48.26,61.81,68.51,93.45,36.87,52.96,53.78,35.67,313.55,151.87,79.14
2016-03-24,239.94,158.45,22.53,105.32,48.14,61.02,68.8,93.38,36.88,53.48,54.25,35.66,316.68,148.2,79.37
2016-03-23,244.37,157.37,22.34,107.22,48.53,61.4,68.36,93.32,36.76,53.18,55.46,35.97,317.2,151.3,80.54
2016-03-22,245.7,154.75,21.95,106.82,48.37,61.6,67.88,93.29,36.55,53.22,55.65,36.25,307.35,148.17,78.4
2016-03-21,249.55,156.88,20.88,107.22,48.59,60.73,68.07,93.17,36.15,53.43,55.58,37.8,315.82,150.49,79.0
2016-03-18,250.63,158.88,21.33,107.62,48.52,59.39,68.09,93.78,35.92,53.31,55.26,36.74,317.2,152.45,78.74
2016-03-17,252.92,155.25,21.52,108.23,48.4,58.46,68.92,93.16,36.16,53.33,55.32,36.81,318.7,152.17,78.4
2016-03-16,248.58,155.94,21.48,109.06,48.03,58.63,69.02,96.0,36.42,53.08,54.98,36.98,323.27,155.1,79.16
2016-03-15,245.21,157.3,21.64,110.88,48.03,57.3,68.7,96.13,36.75,52.85,55.32,37.19,322.9,155.3,79.31
2016-03-14,244.86,156.44,21.51,111.74,48.04,55.8,67.85,95.29,36.49,52.32,55.98,36.37,329.4,159.4,80.11
2016-03-11,242.25,156.3,21.69,111.14,47.07,58.02,67.45,95.05,36.39,51.31,55.31,36.43,325.28,158.24,80.06
2016-03-10,236.4,156.93,21.12,109.44,47.24,57.03,66.55,93.72,35.34,51.49,55.86,36.02,323.73,153.93,78.83
2016-03-09,232.39,157.75,21.04,111.08,47.06,58.82,66.0,92.28,36.17,50.47,55.82,36.4,326.7,155.3,80.02
2016-03-08,232.3,152.41,20.98,109.94,46.26,58.39,66.29,91.33,35.92,50.78,56.07,36.56,321.22,154.6,79.35
2016-03-07,234.79,154.1,21.07,109.54,46.31,58.56,66.91,92.26,35.97,51.04,56.55,37.63,319.2,154.45,79.24
2016-03-04,234.69,156.36,21.4,109.19,46.39,58.54,67.63,92.8,36.33,51.04,56.56,38.24,316.9,153.7,78.61
2016-03-03,234.72,152.82,21.16,107.31,46.35,58.24,69.62,93.11,36.12,51.29,55.21,38.65,315.55,153.23,77.79
2016-03-02,234.29,157.3,21.47,108.83,47.03,57.73,71.28,93.86,35.87,51.23,54.68,38.88,317.2,154.59,77.98
2016-03-01,229.74,158.35,21.77,109.03,45.71,58.7,68.2,93.93,36.35,50.81,54.8,38.52,319.15,154.04,78.75
2016-02-29,226.18,154.05,20.61,106.88,44.99,56.79,67.89,92.1,35.96,49.27,53.47,36.9,315.3,152.8,77.56
2016-02-26,229.0,157.12,20.67,108.2,45.19,56.0,68.66,92.19,35.82,49.56,51.99,35.62,319.15,154.25,77.27
2016-02-25,230.45,157.53,20.3,106.86,44.37,53.0,66.55,90.41,35.51,48.83,51.58,35.25,312.6,150.49,75.88
2016-02-24,229.83,155.0,20.01,104.63,44.69,55.49,68.02,89.2,34.48,48.56,52.61,34.43,310.9,149.73,74.57
2016-02-23,232.26,157.05,20.25,107.82,44.63,54.7,68.38,90.82,34.73,49.79,52.78,34.91,323.05,152.69,76.86
2016-02-22,232.75,157.4,19.97,108.76,44.79,54.87,68.43,90.13,34.79,50.2,53.11,34.48,327.1,156.1,77.52
2016-02-19,229.16,153.73,19.95,107.21,44.48,54.5,68.02,88.86,34.51,50.02,52.55,34.01,320.15,154.64,76.75
2016-02-18,227.57,154.1,19.76,110.17,44.9,54.01,67.72,90.58,35.04,50.0,52.53,33.73,319.8,153.69,76.03
2016-02-17,220.3,155.5,19.35,108.86,43.64,52.33,66.13,89.13,34.53,50.28,48.59,31.51,318.25,155.03,75.45
2016-02-16,219.03,153.9,19.46,107.8,43.96,51.9,66.62,87.65,33.53,49.91,47.76,30.85,311.2,148.95,74.41
2016-02-15,218.68,154.2,19.52,107.16,43.2,52.29,65.24,88.09,34.22,49.06,46.34,30.85,309.2,151.1,77.95
2016-02-12,214.42,150.56,19.06,103.23,43.35,49.36,63.97,82.71,31.87,47.42,46.61,29.21,298.8,145.97,75.11
2016-02-11,214.96,149.39,18.84,102.66,45.41,49.96,64.18,81.33,31.38,46.07,47.76,29.43,295.5,143.05,75.19
2016-02-10,220.31,151.73,19.18,105.95,46.5,51.72,65.28,85.42,32.47,45.58,49.03,29.86,305.69,148.65,76.8
2016-02-09,220.8,148.03,18.99,103.36,46.57,51.22,62.94,84.03,32.34,44.67,49.5,29.98,296.73,146.93,74.81
2016-02-08,219.99,149.33,18.98,104.98,49.29,50.76,64.06,87.0,32.3,46.59,49.4,30.73,307.8,151.34,74.54
2016-02-05,224.26,153.0,19.71,106.63,49.53,54.98,66.91,88.97,34.12,47.05,49.19,32.07,318.4,152.9,76.01
2016-02-04,233.11,154.5,20.19,109.78,50.45,54.66,69.34,89.8,34.34,47.26,49.45,32.62,323.36,153.4,75.55
2016-02-03,234.77,155.9,20.67,110.7,49.26,55.91,68.79,90.03,34.44,47.52,47.53,32.43,315.4,151.5,75.51
2016-02-02,229.0,155.5,20.95,113.98,50.49,55.5,69.41,91.56,35.33,47.95,48.0,32.55,309.9,148.52,75.72
2016-02-01,228.47,157.15,21.66,113.31,50.43,58.52,69.38,91.28,36.07,48.13,48.9,33.78,310.5,148.86,75.97
2016-01-29,229.13,156.0,21.62,111.32,49.47,57.96,68.04,90.02,35.89,47.66,49.08,33.91,309.95,144.5,76.47
2016-01-28,226.58,152.05,21.53,112.06,48.82,57.03,68.75,88.65,35.76,46.46,48.96,33.51,308.85,143.65,76.52
2016-01-27,229.01,154.65,21.71,111.98,48.93,57.97,68.29,88.05,35.9,46.86,48.36,33.08,303.46,146.09,76.84
2016-01-26,229.31,152.61,21.87,111.28,47.64,58.52,67.93,87.56,35.39,45.09,48.55,31.37,305.7,145.9,76.09
2016-01-25,228.34,151.6,21.91,111.28,48.99,59.49,67.13,88.54,35.36,46.31,47.67,32.04,304.45,143.69,77.26
2016-01-22,221.0,150.77,21.91,110.23,47.78,57.62,67.58,88.05,35.8,45.23,49.65,31.8,302.33,144.05,78.08
2016-01-21,216.87,146.2,21.32,106.97,47.11,55.32,64.22,85.04,34.63,44.54,45.9,31.95,290.5,137.61,75.35
2016-01-20,217.04,143.05,21.63,106.0,47.85,54.05,64.07,84.88,34.06,43.79,46.1,32.76,294.66,133.95,74.04
2016-01-19,222.66,149.85,21.97,110.52,49.27,56.05,64.83,88.63,35.17,45.25,47.86,33.22,295.43,140.65,75.44
2016-01-18,220.5,145.92,21.74,108.81,48.64,55.57,63.12,85.68,34.6,44.84,46.21,33.08,291.9,135.96,75.67
2016-01-15,223.09,145.0,21.43,107.12,49.29,56.22,66.13,84.56,35.02,44.61,46.71,32.71,292.5,135.8,76.15
2016-01-14,223.98,147.9,22.08,109.45,49.66,57.98,66.96,87.36,35.51,46.11,47.93,33.92,296.5,137.87,78.31
2016-01-13,228.77,150.46,22.26,110.99,50.74,59.04,69.35,90.85,35.89,48.39,49.07,36.4,302.0,137.2,78.31
2016-01-12,228.83,151.1,22.41,110.34,48.78,58.58,67.57,89.0,35.74,47.5,49.1,36.16,307.0,140.24,78.32
2016-01-11,224.97,149.9,21.84,107.44,48.95,58.81,67.41,87.53,35.53,47.7,49.0,35.71,299.1,135.7,76.09
2016-01-08,224.48,149.69,21.96,109.42,49.7,60.59,68.76,88.14,35.81,48.13,49.8,35.93,300.6,135.75,76.98
2016-01-07,227.48,151.15,22.08,110.21,48.67,60.21,67.86,88.01,36.21,48.25,49.2,34.78,295.35,137.2,77.76
2016-01-06,229.15,150.85,22.65,110.71,50.44,62.05,68.92,89.53,36.72,49.7,50.0,35.09,299.75,137.24,79.37
2016-01-05,229.31,151.39,23.25,112.19,51.18,61.73,70.41,89.34,37.09,52.13,50.43,37.3,301.5,139.95,80.54
2016-01-04,228.63,151.95,23.06,110.17,51.0,61.98,70.84,89.15,37.05,52.51,51.23,38.04,306.14,140.0,81.8
2015-12-30,235.7,158.25,23.81,115.13,52.92,63.6,72.34,91.62,36.84,53.93,53.88,38.48,313.4,148.7,84.48
2015-12-29,236.67,158.13,23.47,114.75,52.47,64.11,72.61,92.22,36.52,53.54,54.08,38.54,315.35,147.99,84.49
2015-12-28,235.06,155.3,22.96,113.43,51.98,62.88,71.67,89.63,36.37,53.87,53.21,38.35,308.5,144.88,83.88
2015-12-23,232.68,155.95,22.94,112.04,52.03,62.82,72.16,88.9,36.53,52.75,53.89,37.84,311.1,146.66,84.2
2015-12-22,231.46,156.8,22.87,111.36,52.07,62.85,69.7,88.6,35.92,52.77,51.63,37.41,311.75,143.84,82.43
2015-12-21,233.53,155.24,22.96,112.07,51.44,63.13,71.16,90.18,35.31,52.99,51.57,37.36,310.9,143.89,83.56
2015-12-18,233.79,158.29,23.25,114.0,52.3,63.64,72.67,91.08,35.63,52.47,52.99,38.24,310.0,145.2,84.2
2015-12-17,233.55,161.39,23.31,116.48,52.75,65.21,73.42,91.92,35.74,52.74,54.31,38.96,320.6,149.02,85.85
2015-12-16,230.48,158.85,23.47,114.34,52.14,63.23,72.28,89.32,35.29,52.01,53.53,37.6,318.6,148.94,84.2
2015-12-15,227.99,154.78,23.22,113.87,52.39,61.52,72.83,89.51,34.75,50.95,52.58,37.06,311.61,147.65,84.04
2015-12-14,232.7,157.0,23.08,110.88,52.77,60.78,71.23,91.13,35.14,50.43,52.49,37.41,313.55,143.18,83.31
2015-12-11,228.9,154.4,23.13,112.45,53.73,62.94,71.57,90.0,35.61,50.99,55.0,37.65,315.6,145.23,82.51
2015-12-10,229.0,156.65,23.43,114.79,53.38,62.74,71.97,90.93,35.66,51.04,54.51,37.8,324.05,148.03,84.6
2015-12-09,235.9,157.0,23.28,114.77,54.13,62.36,71.67,92.69,35.26,51.6,55.02,38.66,330.15,147.27,83.72
2015-12-08,236.02,160.68,23.91,115.76,54.01,65.19,74.16,92.86,34.89,50.73,55.54,39.01,329.9,151.1,84.79
2015-12-07,240.18,163.69,24.24,119.54,54.18,65.93,73.71,92.63,36.3,52.71,55.83,39.37,336.55,155.11,86.62
2015-12-04,228.61,158.3,23.89,115.54,53.14,64.7,72.84,92.9,33.99,52.33,55.01,39.5,329.4,152.27,85.33
2015-12-03,234.63,161.07,24.0,117.02,54.73,65.39,74.25,92.31,34.77,54.23,55.26,39.81,333.1,151.36,85.33
2015-12-02,246.85,169.25,24.11,121.98,55.21,68.65,74.51,95.15,35.58,54.07,57.5,40.12,336.5,159.0,88.14
2015-12-01,247.5,167.35,23.99,122.33,55.4,68.38,74.15,94.27,35.45,53.46,58.99,39.65,333.62,157.93,88.14
2015-11-30,242.01,167.95,24.38,122.48,54.63,68.93,73.94,93.08,35.42,51.93,59.29,38.75,333.07,159.23,93.09
2015-11-27,242.95,169.11,24.29,122.31,54.28,68.3,73.0,92.3,35.39,52.51,58.27,37.83,332.65,156.64,93.46
2015-11-26,243.33,170.2,24.24,122.18,54.46,67.7,72.85,92.45,35.2,52.45,58.55,37.82,332.25,159.6,94.02
2015-11-25,243.6,168.15,24.41,118.9,53.21,67.4,73.1,91.74,34.9,48.84,58.29,37.4,333.45,158.3,93.98
2015-11-24,238.85,164.03,23.21,117.4,53.35,67.62,73.03,90.02,34.72,49.53,57.78,36.8,325.86,155.05,92.87
2015-11-23,253.05,166.95,23.96,121.24,53.59,67.46,73.54,89.35,35.32,50.0,58.22,39.15,330.18,162.4,93.46
2015-11-20,251.04,168.4,23.85,120.82,53.52,67.19,72.52,87.76,35.07,51.11,58.27,38.96,329.8,163.0,93.54
2015-11-19,249.4,166.95,23.94,119.74,53.76,67.89,72.43,87.76,35.57,50.94,58.04,38.79,333.95,162.17,92.48
2015-11-18,245.64,168.85,23.53,120.61,53.29,67.85,72.5,78.74,35.68,50.67,57.66,38.61,331.5,163.15,92.97
2015-11-17,243.45,170.2,24.05,121.23,52.86,66.93,71.28,79.6,35.22,49.92,57.89,38.5,330.95,165.55,101.44
2015-11-16,239.57,166.3,23.46,117.87,51.28,66.25,71.6,78.21,34.77,49.95,55.36,38.33,329.9,161.47,95.04
2015-11-13,239.99,165.6,23.35,118.27,51.96,66.0,71.62,78.19,34.71,50.75,55.6,40.74,334.37,161.48,96.19
2015-11-12,245.95,167.4,23.16,120.79,52.78,69.79,71.73,78.94,34.91,51.95,56.67,42.06,350.45,167.69,97.48
2015-11-11,244.57,168.25,22.7,122.25,52.94,70.23,72.19,78.84,35.06,51.82,56.36,41.55,350.2,171.5,98.84
2015-11-10,240.45,166.2,22.53,119.45,53.04,70.47,71.38,78.18,34.83,51.9,56.8,41.65,346.2,168.97,97.9
2015-11-09,240.2,166.6,22.7,119.3,53.45,69.88,71.99,77.3,34.77,52.44,57.45,42.85,344.4,168.4,98.25
2015-11-06,248.68,167.85,22.23,121.09,52.54,68.79,72.45,77.75,35.04,51.58,56.82,41.81,353.75,167.46,98.27
2015-11-05,246.92,169.73,22.17,119.71,50.29,67.96,73.0,78.7,34.89,51.59,56.29,41.89,357.6,173.6,98.09
2015-11-04,247.11,166.0,22.5,117.83,50.06,68.33,71.52,78.84,34.95,51.53,56.15,42.21,349.75,172.8,96.87
2015-11-03,249.98,164.75,22.85,117.98,50.09,69.43,71.07,80.82,35.09,51.97,55.21,43.51,346.3,170.2,96.6
2015-11-02,252.3,164.96,22.7,118.35,49.19,68.87,69.51,80.52,35.13,50.87,54.5,43.1,347.61,169.55,96.23
2015-10-30,257.25,166.42,21.96,117.96,49.99,69.31,70.38,80.19,34.39,50.84,54.75,44.25,353.5,167.8,95.32
